Name;Platform;Year;Genre;Sales_NA;Sales_EU;Sales_JP;Sales_Others
Amnesia;PSP;2011;Adventure;0;0;40;0
Amnesia Crowd;PSP;2013;Misc;0;0;50;0
Amnesia Later;PSP;2012;Misc;0;0;50;0
Amnesia Later;PSV;2014;Misc;0;0;10;0
Amped 2;XB;2003;Sports;200;40;0;10
Amped 3;X360;2005;Sports;130;20;0;10
Amped: Freestyle Snowboarding;XB;2001;Sports;690;110;0;20
Amplitude;PS2;2003;Misc;90;70;0;20
An American Tail: Fievel's Gold Rush;GBA;2002;Platform;20;10;0;0
Anarchy Reigns;PS3;2012;Action;100;30;60;20
Anarchy Reigns;X360;2012;Action;110;20;20;10
And1 Streetball;PS2;2006;Action;130;100;0;30
And1 Streetball;XB;2006;Action;60;20;0;0
Andretti Racing;PS;1996;Racing;430;290;0;50
Angel Blade: Neo Tokyo Guardians;PS;1997;Role-Playing;120;80;0;10
Angelique Duet;PS;1998;Strategy;0;0;40;0
Angelique Retour;PSV;2015;Action;0;0;20;0
Angelique Trois;PS2;2000;Adventure;0;0;60;0
Angelique: Maren no Rokukishi;PSP;2011;Adventure;0;0;30;0
Angler's Club: Ultimate Bass Fishing 3D;3DS;2011;Sports;0;30;0;0
Angry Birds;PC;2011;Puzzle;0;180;0;50
Angry Birds Star Wars;PSV;2013;Strategy;50;40;0;30
Angry Birds Star Wars;3DS;2013;Strategy;150;150;0;30
Angry Birds Star Wars;XOne;2013;Strategy;110;40;0;10
Angry Birds Star Wars;PS4;2013;Strategy;100;80;0;30
Angry Birds Star Wars;PS3;2013;Strategy;100;170;0;60
Angry Birds Star Wars;WiiU;2013;Strategy;60;40;0;10
Angry Birds Star Wars;X360;2013;Strategy;160;110;0;30
Angry Birds Star Wars;Wii;2013;Strategy;210;100;0;30
Angry Birds Trilogy;3DS;2012;Action;380;200;0;50
Angry Birds Trilogy;PS3;2012;Action;120;20;0;20
Angry Birds Trilogy;X360;2012;Action;180;60;0;20
Angry Birds: Rio;PC;2011;Puzzle;0;70;0;20
AniMates!;DS;2007;Simulation;20;0;0;0
Anima - Gate of Memories;PS4;2016;Action;0;20;0;0
Animal Crossing;GC;2001;Simulation;1920;160;990;90
Animal Crossing: Amiibo Festival;WiiU;2015;Misc;190;110;90;30
Animal Crossing: City Folk;Wii;2008;Simulation;1870;1120;1320;370
Animal Crossing: Happy Home Designer;3DS;2015;Simulation;470;1000;1390;120
Animal Crossing: New Leaf;3DS;2012;Simulation;2010;2320;4360;410
Animal Crossing: Wild World;DS;2005;Simulation;2550;3520;5330;880
Animal Genius;DS;2007;Puzzle;110;0;0;10
Animal Kingdom: Wildlife Expedition;Wii;2009;Adventure;70;0;0;10
Animal Paradise;DS;2007;Simulation;90;140;0;20
Animal Planet: Emergency Vets;DS;2009;Simulation;80;0;0;10
Animal Planet: Vet Collection;DS;2010;Simulation;50;0;0;0
Animal Planet: Vet Life;Wii;2009;Simulation;90;0;0;10
Animal Planet: Vet Life;DS;2009;Simulation;100;0;0;10
Animaniacs Ten Pin Alley;PS;1998;Sports;360;250;0;40
Animaniacs: The Great Edgar Hunt;GC;2005;Platform;20;10;0;0
Animorphs: Shattered Reality;PS;2000;Action;30;20;0;0
Anno 1701: Dawn of Discovery;DS;2007;Simulation;70;60;0;20
Anno 2070;PC;2011;Strategy;0;1130;0;320
Anno 2205;PC;2015;Strategy;20;220;0;10
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai;PSP;2012;Action;0;0;20;0
Another Code R: A Journey into Lost Memories;Wii;2009;Adventure;0;30;30;0
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!;3DS;2016;Action;0;0;60;0
Ant Nation;DS;2009;Simulation;60;10;0;10
Antiphona no Seikahime: Tenshi no Gakufu Op.A;PSP;2009;Role-Playing;0;0;20;0
Antz Extreme Racing;XB;2002;Racing;10;0;0;0
Antz Extreme Racing;PS2;2002;Racing;20;20;0;10
Anubis II;Wii;2007;Platform;60;0;0;0
Ao no Exorcist: Genkoku no Labyrinth;PSP;2012;Action;0;0;40;0
Ao no Kanata no Four Rhythm;PSV;2016;Adventure;0;0;30;0
Aoishiro;PS2;2008;Adventure;0;0;20;0
Apache: Air Assault;X360;2010;Simulation;120;40;0;10
Apache: Air Assault;PC;2010;Simulation;0;30;0;10
Apache: Air Assault;PS3;2010;Simulation;110;70;0;30
Apassionata: Die Galanacht der Pferde;DS;2009;Simulation;0;40;0;10
Ape Escape;PS;1999;Platform;710;480;320;110
Ape Escape;PS3;2010;Platform;0;30;0;10
Ape Escape 2;PS2;2002;Platform;120;90;380;30
Ape Escape 3;PS2;2005;Platform;60;50;0;20
Ape Escape Academy;PSP;2004;Misc;130;150;0;50
Ape Escape Academy (jp sales);PSP;2004;Misc;0;0;130;0
Ape Escape: On the Loose;PSP;2005;Platform;520;10;120;50
Ape Escape: Pumped & Primed;PS2;2004;Misc;40;30;0;10
Apex;XB;2003;Racing;100;30;0;0
Apocalypse;PS;1998;Action;250;170;0;30
Apollo Justice: Ace Attorney;DS;2007;Adventure;320;60;640;40
Aqua Aqua;PS2;2000;Puzzle;50;40;0;10
Aqua Panic!;DS;2009;Puzzle;10;10;0;0
Aqua Teen Hunger Force: Zombie Ninja Pro-Am;PS2;2007;Racing;30;30;0;10
Aquaman: Battle for Atlantis;GC;2003;Action;10;0;0;0
Aquanaut's Holiday;PS;1995;Adventure;10;10;0;0
Aquanaut's Holiday: Kakusareta Kiroku;PS3;2008;Adventure;0;0;40;0
Aquapazza: Aquaplus Dream Match;PS3;2012;Fighting;50;0;50;10
Aquarium by DS;DS;2008;Simulation;50;0;0;0
Ar Nosurge: Ode to an Unborn Star;PSV;2014;Role-Playing;0;0;40;0
Ar Nosurge: Ode to an Unborn Star;PS3;2014;Role-Playing;50;40;60;20
Ar tonelico 2: Melody of Metafalica;PS2;2007;Role-Playing;40;30;110;10
Ar tonelico Qoga: Knell of Ar Ciel;PS3;2010;Role-Playing;80;10;130;10
Ar tonelico: Melody of Elemia;PS2;2006;Role-Playing;0;0;100;0
Arabians Lost: The Engagement on Desert;PS2;2007;Adventure;0;0;20;0
Arabians Lost: The Engagement on Desert;PSP;2012;Adventure;0;0;10;0
Arc Rise Fantasia;Wii;2009;Role-Playing;130;0;60;10
Arc the Lad;PS;1995;Role-Playing;0;0;1100;10
Arc the Lad II;PS;1996;Role-Playing;0;0;920;130
Arc the Lad III;PS;1999;Role-Playing;0;0;390;30
Arc the Lad: End of Darkness;PS2;2004;Role-Playing;30;20;0;10
Arc the Lad: Twilight of the Spirits;PS2;2003;Role-Playing;180;140;0;50
Arcade Hits: Frisky Tom;PS;2002;Action;160;110;0;20
Arcade Party Pak;PS;1999;Misc;60;40;0;10
Arcade Shooting Gallery;Wii;2008;Shooter;180;0;0;10
Arcade Zone;Wii;2009;Misc;140;0;0;10
Arcana Famiglia 2;PSP;2013;Adventure;0;0;20;0
Arcana Famiglia: La storia della Aracana Famiglia;PSP;2011;Adventure;0;0;50;0
Arcana Famiglia: Vascello Phantasma no Majutsushi;PSP;2012;Action;0;0;20;0
Arcana Heart;PS2;2007;Fighting;60;50;40;20
Arcana Heart 3;X360;2011;Fighting;0;30;20;0
Arcana Heart 3;PS3;2011;Fighting;40;50;100;20
Arcana Heart 3;PSV;2014;Fighting;30;0;20;10
Arcania: Gothic 4;PS4;2015;Role-Playing;40;0;0;10
Arcania: Gothic 4;PC;2010;Role-Playing;90;80;0;20
Arcania: Gothic 4;X360;2010;Role-Playing;30;40;10;10
Archer Maclean Presents: Pool Paradise;PS2;2004;Sports;30;20;0;10
Archer Maclean Presents: Pool Paradise;GC;2004;Sports;20;10;0;0
Archer Maclean's 3D Pool;GBA;2003;Misc;50;20;0;0
Archer Maclean's Mercury;PSP;2005;Puzzle;170;240;0;140
Arctic Tale;Wii;2007;Adventure;40;0;0;0
Arctic Tale;DS;2007;Adventure;130;0;0;10
Arctic Thunder;PS2;2001;Racing;170;140;0;50
Arctic Thunder;XB;2001;Racing;90;20;0;0
Are You Alice?;PSP;2011;Adventure;0;0;20;0
Are You Smarter Than A 5th Grader?;DS;2007;Misc;480;0;0;40
Are You Smarter Than a 5th Grader? Back to School;Wii;2010;Misc;200;0;0;20
Are You Smarter Than a 5th Grader? Back to School;DS;2010;Misc;80;0;0;10
Are You Smarter than a 5th Grader? Game Time;X360;2009;Puzzle;120;0;0;10
Are You Smarter than a 5th Grader? Game Time;DS;2009;Puzzle;220;0;0;20
Are You Smarter than a 5th Grader? Game Time;Wii;2009;Puzzle;250;0;0;20
Are You Smarter than a 5th Grader? Make the Grade;DS;2008;Misc;360;0;0;30
Are You Smarter than a 5th Grader? Make the Grade;Wii;2008;Misc;510;0;0;40
Area 51;PS2;2005;Shooter;220;170;0;60
Area 51;XB;2005;Shooter;220;60;0;10
Area 51;PS;1996;Shooter;400;270;0;50
Arena Football;XB;2006;Sports;110;30;0;10
Arena Football;PS2;2006;Sports;280;220;0;70
Aria: The Natural ~Tooi Yume no Mirage~;PS2;2006;Adventure;0;0;20;0
Aria: The Origination ~Aoi Wakusei no El Cielo~;PS2;2008;Adventure;0;0;20;0
Arkanoid DS;DS;2007;Puzzle;60;0;0;0
ArmA II;PC;2009;Shooter;0;120;0;30
ArmA III;PC;2013;Shooter;0;100;0;20
Armed and Dangerous;XB;2003;Shooter;90;30;0;0
Armor Ambush;2600;1981;Action;150;10;0;0
Armored Core;PS;1997;Simulation;130;90;160;30
Armored Core 2;PS2;2000;Simulation;280;220;230;70
Armored Core 2: Another Age;PS2;2001;Simulation;110;80;190;30
Armored Core 3;PS2;2002;Simulation;220;170;230;60
Armored Core 3 Portable;PSP;2009;Simulation;0;0;80;0
Armored Core 4;X360;2007;Simulation;190;10;30;20
Armored Core 4;PS3;2006;Simulation;90;0;90;10
Armored Core SL: Silent Line Portable;PSP;2009;Simulation;0;0;30;0
Armored Core V;X360;2012;Simulation;130;30;40;10
Armored Core V;PS3;2012;Simulation;90;40;240;20
Armored Core: For Answer;PS3;2008;Simulation;60;20;100;10
Armored Core: For Answer;X360;2008;Simulation;60;10;70;10
Armored Core: Formula Front Extreme Battle;PSP;2004;Simulation;50;0;0;0
Armored Core: Last Raven;PS2;2005;Simulation;50;40;80;10
Armored Core: Last Raven Portable;PSP;2010;Simulation;0;0;30;0
Armored Core: Master of Arena;PS;1999;Simulation;70;50;130;20
Armored Core: Nexus;PS2;2004;Simulation;60;50;140;20
Armored Core: Nine Breaker;PS2;2004;Simulation;30;30;0;10
Armored Core: Project Phantasma;PS;1997;Simulation;60;40;150;20
Armored Core: Silent Line;PS2;2003;Simulation;70;60;160;20
Armored Core: Verdict Day;PS3;2013;Simulation;0;0;120;0
Armorines: Project S.W.A.R.M.;N64;1999;Shooter;210;50;0;0
Armorines: Project S.W.A.R.M.;PS;2000;Shooter;50;30;0;10
Army Corps of Hell;PSV;2011;Action;50;40;0;20
Army Men 3D;PS;1999;Action;1100;140;0;40
Army Men World War: Final Front;PS;2001;Action;240;170;0;30
Army Men World War: Land, Sea, Air;PS;2000;Action;170;120;0;20
Army Men World War: Team Assault;PS;2001;Action;60;40;0;10
Army Men: Air Attack;PS;1999;Action;470;320;0;60
Army Men: Air Attack 2;PS;2000;Action;170;110;0;20
Army Men: Air Combat;N64;2000;Action;190;50;0;0
Army Men: Air Combat - The Elite Missions;GC;2003;Shooter;10;0;0;0
Army Men: Green Rogue;PS2;2001;Action;60;50;0;20
Army Men: Green Rogue;PS;2001;Action;40;20;0;0
Army Men: Major Malfunction;XB;2006;Shooter;10;0;0;0
Army Men: RTS;GC;2004;Strategy;50;10;0;0
Army Men: RTS;PS2;2002;Strategy;50;40;0;10
Army Men: Sarge's Heroes;N64;1999;Action;680;120;0;10
Army Men: Sarge's Heroes;PS;1999;Action;310;210;0;40
Army Men: Sarge's Heroes 2;PS;2000;Shooter;140;90;0;20
Army Men: Sarge's Heroes 2;PS2;2001;Shooter;90;70;0;20
Army Men: Sarge's Heroes 2;N64;2000;Shooter;340;70;0;0
Army Men: Sarge's War;XB;2004;Shooter;90;20;0;0
Army Men: Sarge's War;GC;2004;Shooter;120;30;0;0
Army Men: Soldiers of Misfortune;Wii;2008;Shooter;120;0;0;10
Army Men: Soldiers of Misfortune;DS;2008;Shooter;110;0;0;10
Army Rescue;Wii;2009;Shooter;20;0;0;0
Army of Two;X360;2008;Shooter;1090;380;20;160
Army of Two;PS3;2008;Shooter;740;260;20;150
Army of Two: The 40th Day;PSP;2010;Shooter;120;130;0;80
Army of Two: The 40th Day;PS3;2010;Shooter;440;270;10;120
Army of Two: The 40th Day;X360;2010;Shooter;620;240;0;80
Army of Two: The Devil's Cartel;PS3;2013;Shooter;110;110;10;50
Army of Two: The Devil's Cartel;X360;2013;Shooter;160;70;0;20
Around the World in 80 Days;GBA;2004;Action;30;10;0;0
Around the World in 80 Days;DS;2010;Action;0;140;0;20
Arslan: The Warriors of Legend;XOne;2016;Action;10;0;0;0
Arslan: The Warriors of Legend;PS4;2015;Action;20;10;40;10
Arslan: The Warriors of Legend;PS3;2015;Action;0;0;50;0
Art Academy;DS;2010;Misc;280;1680;330;280
Art Academy: Home Studio;WiiU;2015;Misc;0;0;10;0
Art Academy: Lessons for Everyone;3DS;2012;Action;200;30;210;20
Art of Fighting 3: The Path of the Warrior;NG;1996;Fighting;0;0;40;0
Art of Fighting Anthology;PS2;2006;Fighting;20;20;0;10
Arthur and the Invisibles;DS;2007;Adventure;30;0;0;0
Arthur! Ready to Race;PS;2000;Racing;30;20;0;0
Arx Fatalis;XB;2003;Role-Playing;40;10;0;0
Ashes Cricket 2009;PS3;2009;Sports;0;160;0;20
Ashes Cricket 2009;X360;2009;Sports;0;190;0;10
Ashes Cricket 2009;Wii;2009;Sports;0;230;0;10
Asphalt 3D;3DS;2011;Racing;270;160;20;40
Asphalt: Injection;PSV;2011;Action;140;60;0;40
Asphalt: Urban GT;DS;2004;Racing;310;220;0;60
Asphalt: Urban GT 2;DS;2006;Racing;90;40;0;10
Assassin's Creed;X360;2007;Adventure;3280;1650;70;550
Assassin's Creed;PS3;2007;Adventure;1910;2000;90;830
Assassin's Creed;PC;2008;Adventure;10;830;0;80
Assassin's Creed Chronicles;XOne;2016;Action;0;10;0;0
Assassin's Creed Chronicles;PS4;2016;Action;10;50;10;10
Assassin's Creed Chronicles;PSV;2016;Action;20;60;10;20
Assassin's Creed Chronicles: China;PS4;2015;Action;0;30;0;10
Assassin's Creed II;X360;2009;Action;3100;1560;80;510
Assassin's Creed II;PS3;2009;Action;2540;1950;210;870
Assassin's Creed II;PC;2010;Action;10;450;0;110
Assassin's Creed II: Discovery;DS;2009;Action;150;110;0;30
Assassin's Creed III;X360;2012;Action;3130;1710;30;440
Assassin's Creed III;PS3;2012;Action;2640;2560;160;1140
Assassin's Creed III;WiiU;2012;Action;190;130;0;30
Assassin's Creed III;PC;2012;Action;280;530;0;130
Assassin's Creed III: Liberation;PSV;2012;Action;580;550;60;280
Assassin's Creed IV: Black Flag;PS3;2013;Action;1330;1710;130;730
Assassin's Creed IV: Black Flag;WiiU;2013;Action;180;90;0;30
Assassin's Creed IV: Black Flag;PC;2013;Action;220;380;0;100
Assassin's Creed IV: Black Flag;PS4;2013;Action;1070;1310;60;310
Assassin's Creed IV: Black Flag;X360;2013;Action;1900;1140;10;290
Assassin's Creed IV: Black Flag;XOne;2013;Action;1470;550;0;190
Assassin's Creed Syndicate;PS4;2015;Action;800;1920;60;500
Assassin's Creed Syndicate;PC;2015;Action;100;80;0;20
Assassin's Creed Syndicate;XOne;2015;Action;610;560;0;110
Assassin's Creed: Altair's Chronicles;DS;2008;Platform;30;10;0;0
Assassin's Creed: Bloodlines;PSP;2009;Action;430;480;50;280
Assassin's Creed: Brotherhood;PC;2011;Action;150;340;0;100
Assassin's Creed: Brotherhood;X360;2010;Action;2840;390;30;240
Assassin's Creed: Brotherhood;PS3;2010;Action;1870;570;110;300
Assassin's Creed: Revelations;X360;2011;Action;2250;1470;40;430
Assassin's Creed: Revelations;PS3;2011;Action;1410;2020;100;720
Assassin's Creed: Revelations;PC;2011;Action;140;480;0;140
Assassin's Creed: Rogue;PS3;2014;Action;460;620;60;230
Assassin's Creed: Rogue;X360;2014;Action;580;380;0;90
Assassin's Creed: Rogue;PC;2015;Action;40;20;0;10
Assassin's Creed: Unity;PC;2014;Action;170;330;0;50
Assassin's Creed: Unity;XOne;2014;Action;2260;890;0;300
Assassin's Creed: Unity;PS4;2014;Action;1180;1960;80;700
Assassination Classroom: Grand Siege on Kuro-sensei;3DS;2015;Action;0;0;130;0
Assault;2600;1982;Action;210;10;0;0
Assault Rigs;PS;1996;Action;20;20;0;0
Assault Suit Leynos;PS4;2016;Shooter;10;0;0;0
Assault: Retribution;PS;1998;Action;70;50;0;10
Assetto Corsa;PS4;2016;Racing;0;40;0;10
Assetto Corsa;XOne;2016;Racing;0;10;0;0
Asterix & Obelix: Kick Buttix;PS2;2004;Action;20;10;0;0
Asteroids;2600;1980;Shooter;4000;260;0;50
Asteroids;PS;1998;Shooter;640;430;0;70
Asteroids Hyper 64;N64;1999;Shooter;130;30;0;0
Astonishia Story;PSP;2006;Role-Playing;30;0;0;0
Astro Boy;PS2;2004;Action;40;30;0;10
Astro Boy: Omega Factor;GBA;2003;Action;60;20;0;0
Astro Boy: The Video Game;Wii;2009;Action;100;0;0;10
Astro Boy: The Video Game;DS;2009;Action;90;0;0;10
Astro Boy: The Video Game;PS2;2009;Action;50;40;0;10
Astro Boy: The Video Game;PSP;2009;Action;40;0;0;0
Astroblast;2600;1981;Action;290;20;0;0
Astrology DS;DS;2009;Misc;30;0;0;0
Asura's Wrath;X360;2012;Action;150;60;10;20
Asura's Wrath;PS3;2012;Action;180;120;60;50
Atari Anniversary Advance;GBA;2002;Misc;130;50;0;0
Atari Anniversary Edition Redux;PS;2000;Misc;100;70;0;10
Atari Anthology;PS2;2004;Misc;330;10;0;50
Atari Anthology;XB;2004;Misc;190;50;0;10
Atari Classics Evolved;PSP;2007;Misc;80;0;0;10
Atari's Greatest Hits: Volume 1;DS;2010;Misc;130;0;0;10
Atari's Greatest Hits: Volume 2;DS;2011;Misc;60;0;0;0
Atelier Annie: Alchemists of Sera Island;DS;2009;Role-Playing;80;0;30;10
Atelier Ayesha: The Alchemist of Dusk;PSV;2014;Role-Playing;0;0;50;0
Atelier Ayesha: The Alchemist of Dusk;PS3;2012;Role-Playing;60;40;140;20
Atelier Escha & Logy: Alchemists of the Dusk Sky;PS3;2013;Role-Playing;60;40;100;20
Atelier Escha & Logy: Alchemists of the Dusk Sky;PSV;2015;Role-Playing;0;0;40;0
Atelier Iris 2: The Azoth Of Destiny;PS2;2005;Role-Playing;30;20;0;10
Atelier Iris 3: Grand Phantasm (JP Sales);PS2;2006;Role-Playing;0;0;40;0
Atelier Iris 3: Grand Phantasm (US Sales);PS2;2006;Role-Playing;140;110;0;40
Atelier Iris: Eternal Mana;PS2;2004;Role-Playing;80;60;0;20
Atelier Meruru: Alchemist of Arland 3;PS3;2011;Role-Playing;50;0;180;10
Atelier Meruru: Alchemist of Arland 3;PSV;2013;Role-Playing;0;0;60;0
Atelier Rorona: Alchemist of Arland;PSV;2013;Role-Playing;0;0;50;0
Atelier Rorona: Alchemist of Arland;PS3;2009;Role-Playing;220;120;110;50
Atelier Shallie Plus: Alchemists of the Dusk Sea;PSV;2016;Role-Playing;0;0;30;0
Atelier Shallie: Alchemists of the Dusk Sea;PS3;2014;Role-Playing;60;50;80;20
Atelier Sophie: The Alchemist of the Mysterious Book;PS3;2015;Role-Playing;0;0;30;0
Atelier Sophie: The Alchemist of the Mysterious Book;PS4;2015;Role-Playing;10;20;60;10
Atelier Sophie: The Alchemist of the Mysterious Book;PSV;2015;Role-Playing;0;0;60;0
Atelier Totori: The Adventurer of Arland;PS3;2010;Role-Playing;120;70;210;30
Atelier Totori: The Adventurer of Arland;PSV;2012;Role-Playing;0;0;90;0
Athens 2004;PS2;2004;Sports;130;100;0;30
Atlantic Quest;PC;2011;Puzzle;0;20;0;0
Atlantis;2600;1981;Shooter;1180;80;0;10
Atomic Betty;GBA;2005;Puzzle;20;10;0;0
Attack of the Movies 3D;Wii;2010;Shooter;100;0;0;10
Attack of the Movies 3D;X360;2010;Shooter;40;0;0;0
Attack on Titan (KOEI);PSV;2016;Action;0;0;130;0
Attack on Titan (KOEI);PS4;2016;Action;20;60;110;20
Attack on Titan (KOEI);PS3;2016;Action;0;0;60;0
Attack on Titan (KOEI);XOne;2016;Action;10;10;0;0
Attack on Titan: Humanity in Chains;3DS;2013;Action;0;0;410;0
Auto Destruct;PS;1998;Action;40;30;0;10
Auto Modellista;PS2;2002;Racing;190;150;0;50
Auto Modellista;GC;2003;Racing;20;10;0;0
Automobili Lamborghini;N64;1997;Racing;280;170;0;10
Avalon Code;DS;2008;Role-Playing;110;0;120;10
Avatar: The Game;PC;2009;Action;0;40;0;10
Avatar: The Game;Wii;2009;Action;330;320;0;80
Avatar: The Game;DS;2009;Action;190;180;0;40
Avatar: The Game;PSP;2009;Action;220;240;0;140
Avatar: The Game;X360;2009;Action;340;350;0;80
Avatar: The Game;PS3;2009;Action;320;430;0;160
Avatar: The Last Airbender;Wii;2006;Adventure;240;20;0;20
Avatar: The Last Airbender;PSP;2006;Adventure;100;0;0;10
Avatar: The Last Airbender;DS;2006;Adventure;300;10;0;30
Avatar: The Last Airbender;GC;2006;Adventure;390;100;0;10
Avatar: The Last Airbender - Into the Inferno;Wii;2008;Adventure;170;10;0;10
Avatar: The Last Airbender - Into the Inferno;DS;2008;Adventure;110;10;0;10
Avatar: The Last Airbender - Into the Inferno;PS2;2008;Adventure;120;90;0;30
Avatar: The Last Airbender - The Burning Earth;X360;2007;Action;110;10;0;10
Avatar: The Last Airbender - The Burning Earth;PS2;2007;Action;210;160;0;50
Avatar: The Last Airbender - The Burning Earth;Wii;2007;Action;240;0;0;20
Avatar: The Last Airbender - The Burning Earth;DS;2007;Action;310;0;0;30
Away: Shuffle Dungeon;DS;2008;Role-Playing;20;0;0;0
Azada;3DS;2012;Puzzle;0;20;0;0
Azure Dreams;PS;1997;Role-Playing;70;50;0;10
Azure Striker Gunvolt: Striker Pack;3DS;2016;Action;0;0;10;0
Azurik: Rise of Perathia;XB;2001;Action;180;50;0;10
B's-LOG Party?;PSP;2010;Adventure;0;0;40;0
B-17: Fortress in the Sky;DS;2007;Simulation;20;0;0;0
B-Boy;PSP;2006;Misc;40;0;0;0
BCFX: The Black College Football Xperience, The Doug Williams Edition;X360;2009;Sports;150;0;0;10
BIT.TRIP COMPLETE;Wii;2011;Misc;60;20;0;10
BIT.TRIP SAGA;3DS;2011;Misc;90;40;0;10
BMX XXX;XB;2002;Sports;80;20;0;0
BMX XXX;PS2;2002;Sports;70;60;0;20
BMX XXX;GC;2002;Sports;50;10;0;0
BRAHMA Force: The Assault on Beltlogger 9;PS;1996;Shooter;20;10;0;0
Baby Pals;DS;2007;Simulation;260;10;0;20
Babysitting Mama;Wii;2010;Simulation;340;120;0;40
Babysitting Mania;DS;2008;Simulation;240;0;0;20
Back At The Barnyard: Slop Bucket Games;DS;2008;Sports;120;0;0;10
Back to the Future: The Game;PS4;2015;Adventure;100;40;0;30
Back to the Future: The Game;PS3;2011;Adventure;70;10;0;10
Back to the Future: The Game;Wii;2011;Adventure;50;0;0;0
Back to the Future: The Game;XOne;2015;Adventure;0;20;0;0
Back to the Future: The Game;X360;2015;Adventure;20;10;0;0
Backstreet Billiards;PS;1998;Misc;190;130;0;20
Backyard Baseball;PS2;2004;Sports;240;190;0;60
Backyard Baseball;GBA;2002;Sports;310;110;0;10
Backyard Baseball;GC;2003;Sports;100;30;0;0
Backyard Baseball '09;Wii;2008;Sports;40;0;0;0
Backyard Baseball '09;DS;2008;Sports;120;0;0;10
Backyard Baseball '09;PS2;2008;Sports;10;10;0;0
Backyard Baseball '10;DS;2009;Sports;110;0;0;10
Backyard Baseball '10;PS2;2009;Sports;80;70;0;20
Backyard Baseball '10;Wii;2009;Sports;100;0;0;10
Backyard Baseball 2006;GBA;2005;Sports;250;90;0;10
Backyard Basketball;GBA;2004;Sports;130;50;0;0
Backyard Hockey;GBA;2003;Sports;140;50;0;0
Backyard Hockey;DS;2007;Sports;70;0;0;10
Backyard NBA Basketball;PS2;2003;Sports;290;220;0;70
Backyard NBA Basketball;DS;2007;Sports;70;0;0;10
Backyard NFL Football;GC;2002;Sports;200;50;0;10
Backyard NFL Football;DS;2007;Sports;20;0;0;0
Backyard NFL Football;Wii;2007;Sports;20;0;0;0
Backyard NFL Football;GBA;2002;Sports;400;150;0;10
Backyard NFL Football '08;PS2;2007;Sports;30;20;0;10
Backyard NFL Football '09;Wii;2008;Sports;200;0;0;20
Backyard NFL Football '09;DS;2008;Sports;70;0;0;10
Backyard NFL Football '09;PS2;2008;Sports;80;70;0;20
Backyard NFL Football '10;X360;2009;Sports;100;0;0;10
Backyard NFL Football '10;Wii;2009;Sports;160;0;0;10
Backyard NFL Football '10;PS2;2009;Sports;30;20;0;10
Backyard NFL Football 2006;PS2;2005;Sports;100;80;0;30
Backyard NFL Football 2006;GBA;2005;Sports;20;10;0;0
Backyard Skateboarding 2006;GBA;2004;Sports;40;20;0;0
Backyard Soccer;PS;2001;Sports;70;50;0;10
Backyard Sports Football: Rookie Rush;Wii;2010;Sports;120;0;0;10
